2023-09-28,16:20:42.704286,411.51,124.64,0.00,0.09,2.70,192.24,140.71,0.03,1.46,
2023-09-28,16:20:42.704286,29.88,847.02,1486.19,45.83,503,3.84,0.33,0.19,0.69,1.44,0.37,0.00,411.00,411.51,124.64,0.00,0.09,2.70,192.24,140.71,0.03,1.46,
2023-09-28,16:20:42.704286,29.88,847.02,1486.19,45.83,503,3.84,0.33,0.19,0.69,1.44,0.37,0.00,411.-- Default Test --
2023-09-28,16:20:43.761138,
2023-09-28,16:20:43.761138,==== Load Resistors for MIC6814====
2023-09-28,16:20:43.790780,CO, 818000
2023-09-28,16:20:43.806402,NH3, 151000
2023-09-28,16:20:43.822027,NO2, 16300
2023-09-28,16:20:43.837651,==== R0 for MIC6814====
2023-09-28,16:20:43.861294,CO, 818000
2023-09-28,16:20:43.869303,NH3, 151000
2023-09-28,16:20:43.884970,NO2, 16300
2023-09-28,16:20:43.900595,==== Equation to get the concetraition of CO, NH3 and NO2 ====
2023-09-28,16:20:43.963637,Conctration = exp((log(Rs/R0) - b)/m)
2023-09-28,16:20:44.010798,Parameter for CO, NH3 and NO2
2023-09-28,16:20:44.042069,m_CO, -0.85, b_CO, 1.26
2023-09-28,16:20:44.061923,m_NH3, -0.54, b_NH3, -0.24
2023-09-28,16:20:44.089632,m_NO2, 1.01, b_NO2, 1.85
2023-09-28,16:20:44.120796,==== DATA STRUCTURE ====
Date,time,T[C],P[hPA],z[m],H[%],CO2[ppm],CO[ppm],NH3[ppm],NO2[ppm],H2(CO)[ppm],Etanol(CO)[ppm],NH3(CO)[ppm],H2S(CO)[ppm],CH4(CO)[ppm],C3H8(CO)[ppm],Iso-butano(CO)[ppm],Etanol(NH3)[ppm],H2(NH3)[ppm],C3H8(NH3)[ppm],Iso-butano(NH3)[ppm],NO(NO2)[ppm],H2(NO2)[ppm],lot,lat,A_1,speed,Angle,SO2_AFE,O3_AFE,PM2.5
2023-09-28,16:20:53.249783,28.3,78920.0,1485.96,45.66,503,0.0289,0.0017,0.0072,0.69,0.0093999999999999,0.37,0.00,1.3558,0.7048000000000001,0.6746,0.09,2.90,205.24,149.14,0.03,0.0039,-75.420469,6.168317,2152.7,0.0,1.4651617443177596,0.346388122069866,1.0349340820575381,0.0712232912858407,
2023-09-28,16:20:53.377048,28.5,78903.0,1485.96,45.67,503,0.0279999999999999,0.0015,0.0075,0.70,0.009,0.38,0.00,1.1934,0.6008,0.5891,0.09,2.87,203.02,147.70,0.03,0.0037,-75.420469,6.168317,2152.7,0.0,2.539165409722802,0.3595107499334417,1.1185791093582444,0.09413596323870543,
2023-09-28,16:20:53.507906,28.6,78915.0,1485.94,45.66,503,0.0279999999999999,0.0014,0.0077,0.70,0.009,0.38,0.00,1.1934,0.5434,0.541,0.09,2.87,203.02,147.70,0.03,0.0037,-75.420469,6.168317,2152.7,0.0,1.5067099565262203,0.4367491791565314,1.0996896061841728,0.045846942066526786,
2023-09-28,16:20:53.633501,28.8,78921.0,1485.78,45.65,495,0.0276,0.0013,0.008,0.71,0.0088,0.40,0.00,1.1432,0.4861999999999999,0.4921999999999999,0.09,2.87,203.02,147.70,0.03,0.0036,-75.420469,6.168317,2152.7,0.0,1.3452734120265355,0.029974958082712833,1.0792530970497005,0.052921184577915226,
2023-09-28,16:20:53.764965,29.0,78917.0,1485.94,45.64,503,0.0273,0.0013,0.0081999999999999,0.70,0.0087,0.38,0.00,1.095,0.4437,0.4553999999999999,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,2.7233864075831247,0.35210123435207447,0.9170043598374238,0.08090937652921992,
2023-09-28,16:20:53.889031,29.2,78922.0,1486.04,45.65,503,0.0272,0.0012,0.0084,0.69,0.0086,0.37,0.00,1.0716,0.413,0.4285,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,1.9555120339653322,0.47511168327050873,0.9415478016668749,0.030415435189973528,
2023-09-28,16:20:54.009545,29.3,78919.0,1485.98,45.67,503,0.0275,0.0012,0.0086,0.69,0.0088,0.37,0.00,1.1189,0.3963,0.4138,0.09,2.90,205.24,149.14,0.03,0.0036,-75.420469,6.168317,2152.7,0.0,0.40811286289444576,0.08175655048945968,0.9891899305879647,0.17587248699510993,
2023-09-28,16:20:54.135151,29.4,78929.0,1485.98,45.66,503,0.0273,0.0011,0.0087,0.69,0.0087,0.37,0.00,1.095,0.3725,0.3926,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,0.7253131525144868,0.06532010659935678,1.024449446207814,0.37564072841961016,
2023-09-28,16:20:54.260988,29.6,78923.0,1486.07,45.67,495,0.0272,0.0011,0.0089,0.71,0.0086,0.40,0.00,1.0716,0.3536999999999999,0.3757,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,0.1863099777776162,0.38348050155708624,0.9449036223875513,0.1605805379590799,
2023-09-28,16:20:54.391097,29.6,78921.0,1485.99,45.69,495,0.0273,0.001,0.009,0.70,0.0087,0.39,0.00,1.095,0.3393,0.3626,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,0.8861539450492631,0.30125233703973875,1.0399523487612963,0.13846571471155317,
2023-09-28,16:20:54.517595,29.7,78928.0,1485.85,45.66,503,0.0268,0.001,0.0091,0.70,0.0085,0.38,0.00,1.0261,0.3218999999999999,0.3469,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,2.0245540313165518,0.3660796993354833,0.9393204225859014,0.4113679060475481,
2023-09-28,16:20:54.631990,29.9,78915.0,1485.70,45.65,495,0.0268,0.001,0.0093,0.71,0.0085,0.40,0.00,1.0261,0.3087,0.3347,0.09,2.90,205.24,149.14,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,2.456904298931106,0.02897806139991499,0.7999858640210656,0.2718953591438767,
2023-09-28,16:20:54.773058,30.0,78926.0,1485.80,45.64,503,0.0272,0.001,0.0093999999999999,0.70,0.0086,0.38,0.00,1.0716,0.3021999999999999,0.3287,0.09,2.90,205.24,149.14,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,2.691621085008714,0.3207926406299173,0.9924475452406257,0.17279862362442883,
2023-09-28,16:20:54.899064,30.2,78920.0,1485.85,45.62,495,0.027,0.0009,0.0096,0.71,0.0086,0.40,0.00,1.0486,0.2897,0.3171,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,2.859466118222657,0.11269778904458466,0.9530648629491433,0.28051659231319187,
2023-09-28,16:20:55.009462,30.3,78927.0,1485.86,45.62,495,0.027,0.0009,0.0097,0.71,0.0086,0.40,0.00,1.0486,0.2805999999999999,0.3087,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,1.8769491103876288,0.09556046766045462,0.9830103812121258,0.35301594097596145,
2023-09-28,16:20:55.135347,30.4,78933.0,1485.86,45.62,495,0.027,0.0009,0.0098999999999999,0.71,0.0086,0.40,0.00,1.0486,0.2747,0.3031,0.09,2.90,205.24,149.14,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,2.9953157974007647,0.4887362336918416,1.1292107095161745,0.01415191716002795,
2023-09-28,16:20:55.276652,30.4,78928.0,1485.59,45.62,495,0.0268,0.0009,0.01,0.71,0.0085,0.40,0.00,1.0261,0.2632,0.2923,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,0.7425877146152063,0.13742821591391202,1.0045949261672635,0.2841668132987795,
2023-09-28,16:20:55.402819,30.6,78928.0,1485.78,45.59,495,0.0266999999999999,0.0009,0.0101,0.70,0.0084,0.39,0.00,1.004,0.2548,0.2844,0.09,2.90,205.24,149.14,0.03,0.0034,-75.420469,6.168317,2152.7,0.0,0.675895529180844,0.48867285468521626,0.8613843111801709,0.42692032998905277,
2023-09-28,16:20:55.513025,30.6,78933.0,1485.96,45.58,495,0.0268,0.0009,0.0103,0.70,0.0085,0.39,0.00,1.0261,0.2494,0.2793,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,3.0606939867142433,0.24295178371975806,1.0452293975162472,0.1770504796335997,
2023-09-28,16:20:55.638982,30.7,78932.0,1485.83,45.56,495,0.0266999999999999,0.0008,0.0103,0.71,0.0084,0.40,0.00,1.004,0.2414,0.2717,0.09,2.87,203.02,147.70,0.03,0.0034,-75.420469,6.168317,2152.7,0.0,2.9667255331022084,0.15237273087850756,0.9519015314207171,0.41026375081002875,
2023-09-28,16:20:55.764411,30.8,78926.0,1485.85,45.55,495,0.0264,0.0008,0.0106,0.71,0.0083,0.40,0.00,0.961,0.2312,0.2618,0.09,2.90,205.24,149.14,0.03,0.0034,-75.420469,6.168317,2152.7,0.0,2.499879478969771,0.4378629529765871,1.125552262947641,0.297645793007846,
2023-09-28,16:20:55.906463,30.9,78935.0,1485.94,45.53,495,0.0264,0.0008,0.0106,0.71,0.0083,0.40,0.00,0.961,0.2262,0.257,0.09,2.90,205.24,149.14,0.03,0.0034,-75.420469,6.168317,2152.7,0.0,2.3446685234902462,0.07234207713953966,1.1452773065466495,0.1056493688680199,
2023-09-28,16:20:56.017281,30.9,78916.0,1485.85,45.53,495,0.0266999999999999,0.0008,0.0107,0.70,0.0084,0.39,0.00,1.004,0.2262,0.257,0.09,2.90,205.24,149.14,0.03,0.0034,-75.420469,6.168317,2152.7,0.0,2.3672489964553316,0.049873660751917626,0.9857366757439572,0.33195777672488014,
2023-09-28,16:20:56.143095,31.0,78920.0,1485.91,45.51,495,0.0266999999999999,0.0008,0.0107,0.71,0.0084,0.40,0.00,1.004,0.2237,0.2546,0.09,2.87,203.02,147.70,0.03,0.0034,-75.420469,6.168317,2152.7,0.0,1.6805677696364316,0.036494784629644894,0.9211515212796597,0.08739304607440546,
2023-09-28,16:20:56.284339,31.1,78918.0,1485.93,45.50,495,0.0266999999999999,0.0008,0.0109,0.70,0.0084,0.38,0.00,1.004,0.2189,0.25,0.09,2.87,203.02,147.70,0.03,0.0034,-75.420469,6.168317,2152.7,0.0,1.444976924388578,0.29389910578661216,1.0657908629649562,0.3395536807223131,
2023-09-28,16:20:56.410709,31.2,78938.0,1485.88,45.49,495,0.0266999999999999,0.0008,0.011,0.70,0.0084,0.38,0.00,1.004,0.2165,0.2476,0.09,2.87,203.02,147.70,0.03,0.0034,-75.420469,6.168317,2152.7,0.0,2.592332287410521,0.04817059053988687,1.1353032690930256,0.32057984558975333,
2023-09-28,16:20:56.525542,31.2,78935.0,1486.10,45.48,495,0.0266999999999999,0.0008,0.011,0.69,0.0084,0.37,0.00,1.004,0.2118,0.2430999999999999,0.09,2.87,203.02,147.70,0.03,0.0034,-75.420469,6.168317,2152.7,0.0,0.026780809446735887,0.16381390082561392,0.8055636663961909,0.2422909735431663,
2023-09-28,16:20:56.651673,31.2,78943.0,1485.77,45.47,495,0.0268,0.0008,0.0112,0.69,0.0085,0.37,0.00,1.0261,0.2118,0.2430999999999999,0.09,2.90,205.24,149.14,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,1.499024378268299,0.3980044617895221,0.7475670758537817,0.4794333096863487,
2023-09-28,16:20:56.777022,31.2,78956.0,1485.69,45.47,495,0.0268,0.0008,0.0112,0.70,0.0083,0.39,0.00,0.961,0.2095,0.2408,0.09,2.90,205.24,149.14,0.03,0.0034,-75.420469,6.168317,2152.7,0.0,0.32406372960558516,0.08291539636079143,0.9431995034156264,0.33593138465475414,
2023-09-28,16:20:56.902469,31.2,78942.0,1485.78,45.45,495,0.0268,0.0008,0.0112,0.70,0.0085,0.38,0.00,1.0261,0.2072,0.2385,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,0.13396417118194204,0.005363579421426901,0.888553073879563,0.3886056920672795,
2023-09-28,16:20:57.028143,31.4,78930.0,1485.77,45.43,495,0.0260999999999999,0.0007,0.0113,0.70,0.0081999999999999,0.39,0.00,0.9198,0.196,0.2276,0.09,2.90,205.24,149.14,0.03,0.0033,-75.420469,6.168317,2152.7,0.0,0.593437830612306,0.41210498085349334,0.6242881026547709,0.21267916975691314,
2023-09-28,16:20:57.153252,31.3,78925.0,1485.54,45.40,495,0.0272,0.0008,0.0113,0.70,0.0086,0.39,0.00,1.0716,0.2072,0.2385,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,1.0621319207827415,0.29639840398651746,0.9668025242579081,0.24313519492493868,
2023-09-28,16:20:57.278688,31.3,78935.0,1485.70,45.39,495,0.0266999999999999,0.0007,0.0113999999999999,0.70,0.0084,0.38,0.00,1.004,0.2004,0.2319,0.09,2.87,203.02,147.70,0.03,0.0034,-75.420469,6.168317,2152.7,0.0,1.9743312240178514,0.027466531852788634,0.8348617867786965,0.25327670493331167,
2023-09-28,16:20:57.404571,31.3,78937.0,1485.88,45.39,495,0.0275,0.0008,0.0113999999999999,0.70,0.0088,0.38,0.00,1.1189,0.2072,0.2385,0.09,2.87,203.02,147.70,0.03,0.0036,-75.420469,6.168317,2152.7,0.0,1.1125906659799314,0.25470772461804997,0.8431507130313903,0.4049220974289763,
2023-09-28,16:20:57.530654,31.3,78906.0,1486.04,45.36,495,0.0275,0.0008,0.0113999999999999,0.69,0.0088,0.37,0.00,1.1189,0.2072,0.2385,0.09,2.87,203.02,147.70,0.03,0.0036,-75.420469,6.168317,2152.7,0.0,0.3899810582418917,0.4407213660200498,0.8105320837756772,0.0931075239717929,
2023-09-28,16:20:57.655894,31.2,79016.0,1486.06,45.36,495,0.0273,0.0007,0.0116,0.69,0.0087,0.37,0.00,1.095,0.2048999999999999,0.2362999999999999,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420469,6.168317,2152.7,0.0,2.6625092075879575,0.41819852397446483,0.7552316254551253,0.3386781183913504,
2023-09-28,16:20:57.781413,31.4,79044.0,1485.93,45.36,495,0.0272,0.0007,0.0116999999999999,0.69,0.0086,0.37,0.00,1.0716,0.1982,0.2297,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420281,6.168347,2156.0,3.85,2.3653574327321305,0.24831831338609972,0.8851621731677165,0.26601190111026274,
2023-09-28,16:20:57.922910,31.4,79065.0,1485.77,45.36,495,0.0273,0.0007,0.0116999999999999,0.69,0.0087,0.37,0.00,1.095,0.1982,0.2297,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.420569,6.168664,2154.2,4.87,2.953583255994562,0.3365766932461347,0.8930125934166477,0.24008096251983557,
2023-09-28,16:20:58.048626,31.5,79101.0,1486.01,45.35,495,0.0273,0.0007,0.0116999999999999,0.70,0.0087,0.38,0.00,1.095,0.196,0.2276,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.421138,6.16864,2152.0,5.11,1.2921307950120562,0.49795259445753365,1.0013892559403508,0.2872653143681606,
2023-09-28,16:20:58.171353,31.5,79085.0,1485.93,45.34,495,0.0268,0.0007,0.0118999999999999,0.69,0.0085,0.37,0.00,1.0261,0.1895,0.2212,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.4216,6.168655,2162.9,0.0,1.6273192140477741,0.22922346085788625,0.7420218967036728,0.2716750741464545,
2023-09-28,16:20:58.298391,31.6,79044.0,1485.98,45.34,495,0.0266999999999999,0.0007,0.012,0.70,0.0084,0.38,0.00,1.004,0.1853,0.217,0.09,2.87,203.02,147.70,0.03,0.0034,-75.4216,6.168655,2162.9,0.0,2.929425134849495,0.05887434876459707,1.023394257046836,0.01136811289990225,
2023-09-28,16:20:58.425155,31.6,79045.0,1485.82,45.33,495,0.0273,0.0007,0.012,0.70,0.0087,0.39,0.00,1.095,0.1895,0.2212,0.09,2.90,205.24,149.14,0.03,0.0034999999999999,-75.4216,6.168655,2162.9,0.0,0.8404975222344615,0.4539955029009147,0.8390199990933018,0.20259310316743312,
2023-09-28,16:20:58.552150,31.7,79135.0,1485.73,45.33,495,0.0272,0.0007,0.0123,0.70,0.0086,0.38,0.00,1.0716,0.1873999999999999,0.2191,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.4216,6.168655,2162.9,0.0,2.384430333156036,0.3946250800478806,0.7920927538726471,0.12759383584237943,
2023-09-28,16:20:58.674754,31.5,79157.0,1486.14,45.33,495,0.027,0.0007,0.0125,0.69,0.0086,0.37,0.00,1.0486,0.1853,0.217,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.42169399999999,6.168675,2160.2,1.36,1.0943489048276869,0.006507967005927651,0.6572153991422375,0.001690842569172346,
2023-09-28,16:20:58.790153,31.4,79141.0,1485.70,45.31,495,0.0273,0.0007,0.0126,0.69,0.0087,0.37,0.00,1.095,0.1873999999999999,0.2191,0.09,2.90,205.24,149.14,0.03,0.0034999999999999,-75.421881,6.168617,2157.5,1.15,2.5188555347271695,0.11412648908526563,0.7342549583100154,0.4961111414287084,
2023-09-28,16:20:58.928506,31.5,79116.0,1485.77,45.32,495,0.0275,0.0007,0.0128,0.69,0.0088,0.37,0.00,1.1189,0.1873999999999999,0.2191,0.09,2.87,203.02,147.70,0.03,0.0036,-75.42259399999999,6.168621,2157.1,8.15,2.8664137994718724,0.08202210814287525,0.78549813740789,0.17331924382773956,
2023-09-28,16:20:59.048157,31.4,79049.0,1485.98,45.32,487,0.0275,0.0007,0.0128,0.68,0.0088,0.35,0.00,1.1189,0.1873999999999999,0.2191,0.09,2.83,200.82,146.28,0.03,0.0036,-75.423156,6.16952,2156.5,24.46,3.124704345201694,0.3458910176315235,0.8322845752552307,0.3679628262248536,
2023-09-28,16:20:59.174447,31.6,78692.0,1485.65,45.32,487,0.0275,0.0007,0.0129,0.69,0.0088,0.37,0.00,1.1189,0.1873999999999999,0.2191,0.09,2.80,198.64,144.87,0.03,0.0036,-75.423175,6.174528,2168.8,63.35,2.160999234339948,0.397922352070016,0.7146578932073318,0.4193558540273416,
2023-09-28,16:20:59.306104,31.8,78149.0,1485.88,45.32,487,0.0273,0.0007,0.0129,0.69,0.0087,0.37,0.00,1.095,0.1812,0.2128999999999999,0.09,2.83,200.82,146.28,0.03,0.0034999999999999,-75.423869,6.182971,2208.9,87.04,3.1401634615547365,0.2024939078163337,0.850962280044821,0.308196262027357,
2023-09-28,16:20:59.425342,31.8,77458.0,1485.64,45.32,487,0.0266999999999999,0.0007,0.0129,0.69,0.0084,0.37,0.00,1.004,0.1732,0.2048999999999999,0.09,2.83,200.82,146.28,0.03,0.0034,-75.427513,6.192548,2265.3,93.25,0.9758037554693997,0.2760888173011867,0.6211387608154969,0.04054491920784559,
2023-09-28,16:20:59.550855,31.8,77341.0,1486.10,45.33,487,0.0272,0.0007,0.0129,0.69,0.0086,0.37,0.00,1.0716,0.1772,0.2089,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.431425,6.203427,2302.3,110.23,0.160019028264546,0.17408972879697476,0.637375649217521,0.30406329286484723,
2023-09-28,16:20:59.680567,31.9,76943.0,1485.98,45.38,487,0.027,0.0007,0.0129,0.69,0.0086,0.37,0.00,1.0486,0.1752,0.2069,0.09,2.83,200.82,146.28,0.03,0.0034999999999999,-75.434388,6.214923000000001,2357.4,111.98,0.0300181325809969,0.19482375962119508,0.7173014394273428,0.03493542205569555,
2023-09-28,16:20:59.807505,31.9,76765.0,1485.93,45.35,487,0.0272,0.0007,0.0129,0.68,0.0086,0.36,0.00,1.0716,0.1772,0.2089,0.09,2.83,200.82,146.28,0.03,0.0034999999999999,-75.43674399999999,6.227285,2382.5,111.77,1.0567970882581343,0.4641224332462778,0.4961278988093728,0.09986262570813181,
2023-09-28,16:20:59.932384,31.9,76320.0,1485.67,45.39,487,0.0273,0.0007,0.0128,0.68,0.0087,0.36,0.00,1.095,0.1772,0.2089,0.09,2.83,200.82,146.28,0.03,0.0034999999999999,-75.438019,6.239863,2423.3,114.39,0.9225263126610882,0.2790386198634073,0.5702388977511236,0.3491067062896798,
2023-09-28,16:21:00.058419,31.9,75958.0,1485.72,45.40,487,0.027,0.0007,0.0128,0.69,0.0086,0.37,0.00,1.0486,0.1732,0.2048999999999999,0.09,2.83,200.82,146.28,0.03,0.0034999999999999,-75.43965,6.25216,2471.4,115.71,1.1412367128328933,0.03791971974122743,0.6490310209529557,0.4914165531757868,
2023-09-28,16:21:00.184082,31.9,75655.0,1485.90,45.40,487,0.0273,0.0007,0.0128,0.70,0.0087,0.38,0.00,1.095,0.1772,0.2089,0.09,2.83,200.82,146.28,0.03,0.0034999999999999,-75.442063,6.264871,2513.9,115.46,2.843754633922381,0.17601529395858945,0.6212760694783599,0.02091018638288633,
2023-09-28,16:21:00.309603,32.0,75198.0,1485.75,45.41,487,0.0275,0.0007,0.0126,0.69,0.0086,0.37,0.00,1.0486,0.1792,0.2109,0.09,2.83,200.82,146.28,0.03,0.0034999999999999,-75.444406,6.277263,2566.5,114.96,1.6532822659440978,0.28897988116527196,0.6257328571366801,0.009390504944789602,
2023-09-28,16:21:00.435714,32.0,74876.0,1485.80,45.43,487,0.0273,0.0007,0.0126,0.69,0.0087,0.37,0.00,1.095,0.1772,0.2089,0.09,2.83,200.82,146.28,0.03,0.0034999999999999,-75.44855,6.289038,2592.1,118.22,2.120485914171999,0.09948276813918477,0.5168226459941159,0.09752105101408098,
2023-09-28,16:21:00.561286,32.1,74770.0,1485.94,45.40,487,0.0276,0.0007,0.0126,0.69,0.0088,0.37,0.00,1.1432,0.1833,0.215,0.09,2.83,200.82,146.28,0.03,0.0036,-75.4542,6.301252,2603.2,119.05,1.5436549869911198,0.32591268087640257,0.6662425601825487,0.2566668831377704,
2023-09-28,16:21:00.687243,32.1,74776.0,1485.90,45.39,487,0.0275,0.0007,0.0126,0.69,0.0088,0.37,0.00,1.1189,0.1792,0.2109,0.09,2.83,200.82,146.28,0.03,0.0036,-75.460706,6.313137,2613.1,125.35,2.7959198086705688,0.10760504146122052,0.4227728759094212,0.12294055328951553,
2023-09-28,16:21:00.813093,32.1,74824.0,1485.96,45.36,487,0.0279999999999999,0.0007,0.0125,0.69,0.009,0.37,0.00,1.1934,0.1833,0.215,0.09,2.80,198.64,144.87,0.03,0.0037,-75.467125,6.324739,2607.6,122.48,2.8708920338554647,0.32655925902299,0.5270111924698324,0.24656332903239653,
2023-09-28,16:21:00.938973,32.1,75064.0,1485.62,45.34,487,0.0279999999999999,0.0007,0.0126,0.69,0.009,0.37,0.00,1.1934,0.1833,0.215,0.09,2.80,198.64,144.87,0.03,0.0037,-75.474463,6.336285,2587.3,122.37,2.9799829348287927,0.39186462024601604,0.38702722904538994,0.41052695557978663,
2023-09-28,16:21:01.064857,32.1,75525.0,1485.93,45.33,487,0.0279999999999999,0.0007,0.0126,0.68,0.009,0.35,0.00,1.1934,0.1812,0.2128999999999999,0.09,2.83,200.82,146.28,0.03,0.0037,-75.481444,6.347898000000001,2535.3,118.6,2.1016262519889612,0.4951813124779881,0.5153921900675978,0.4187049800524104,
2023-09-28,16:21:01.190588,32.2,76020.0,1485.96,45.30,479,0.0279999999999999,0.0007,0.0128,0.67,0.009,0.35,0.00,1.1934,0.1792,0.2109,0.09,2.83,200.82,146.28,0.03,0.0037,-75.48755,6.358543,2482.7,111.64,0.16986725447254536,0.21151700512853383,0.4637996104394761,0.16896204121917213,
2023-09-28,16:21:01.317017,32.1,76137.0,1485.90,45.29,479,0.0279999999999999,0.0007,0.0129,0.68,0.009,0.35,0.00,1.1934,0.1772,0.2089,0.09,2.80,198.64,144.87,0.03,0.0037,-75.492906,6.369276999999999,2459.6,103.43,1.607881773896845,0.15688375295388535,0.4042661959013886,0.18681417347203805,
2023-09-28,16:21:01.443410,32.2,75130.0,1485.95,45.32,479,0.0283,0.0007,0.0128,0.68,0.0091,0.36,0.00,1.2454,0.1792,0.2109,0.09,2.83,200.82,146.28,0.03,0.0037,-75.49771899999999,6.378645,2524.0,89.79,0.11937330109979082,0.32842047328890117,0.21325476939169608,0.024856663109203037,
2023-09-28,16:21:01.569071,32.2,74225.0,1486.04,45.29,479,0.0283,0.0007,0.0128,0.69,0.0091,0.37,0.00,1.2454,0.1812,0.2128999999999999,0.09,2.83,200.82,146.28,0.03,0.0037,-75.501494,6.387595,2594.1,93.82,0.31015224092683313,0.42927707406908144,0.7199764942683049,0.276689100596332,
2023-09-28,16:21:01.695072,32.2,73721.0,1485.51,45.30,479,0.0281,0.0007,0.0128,0.68,0.009,0.36,0.00,1.2191,0.1812,0.2128999999999999,0.09,2.80,198.64,144.87,0.03,0.0037,-75.503619,6.398487,2658.9,103.53,2.1351182464462495,0.28860015442484704,0.5829130186956668,0.39174210961347466,
2023-09-28,16:21:01.820694,32.2,73664.0,1485.99,45.30,479,0.0278,0.0007,0.0128,0.69,0.0089,0.37,0.00,1.1681,0.1752,0.2069,0.09,2.83,200.82,146.28,0.03,0.0036,-75.50475,6.410703,2688.5,113.16,2.5696202096775123,0.21570267810151506,0.33971525046410356,0.04551046852377855,
2023-09-28,16:21:01.946840,32.2,73991.0,1485.73,45.33,479,0.0278,0.0007,0.0128,0.69,0.0089,0.37,0.00,1.1681,0.1752,0.2069,0.09,2.80,198.64,144.87,0.03,0.0036,-75.508481,6.422788,2679.0,119.87,2.904343299521767,0.38756459903715373,0.45556044375389304,0.40309951914141773,
2023-09-28,16:21:02.072621,32.2,74117.0,1485.94,45.32,479,0.0278,0.0007,0.0129,0.68,0.0089,0.36,0.00,1.1681,0.1752,0.2069,0.09,2.80,198.64,144.87,0.03,0.0036,-75.512681,6.435552,2675.2,119.88,2.922350127075497,0.07922000190052059,0.18288834615108593,0.342378755766935,
2023-09-28,16:21:02.198826,32.1,74204.0,1485.75,45.33,479,0.0276,0.0007,0.0129,0.67,0.0088,0.35,0.00,1.1432,0.1712999999999999,0.203,0.09,2.80,198.64,144.87,0.03,0.0036,-75.511581,6.44886,2666.4,121.55,2.3472991919788053,0.03770494451054118,0.43251298867452687,0.46959461809828845,
2023-09-28,16:21:02.324667,32.1,74312.0,1485.66,45.33,479,0.0276,0.0007,0.0131,0.67,0.0088,0.35,0.00,1.1432,0.1693,0.201,0.09,2.80,198.64,144.87,0.03,0.0036,-75.510088,6.462035,2648.9,125.03,1.8258517991698366,0.006725127449080326,0.33169082082995527,0.31705151637057755,
2023-09-28,16:21:02.454844,32.1,74339.0,1485.64,45.32,479,0.0276,0.0007,0.0131,0.70,0.0088,0.39,0.00,1.1432,0.1712999999999999,0.203,0.09,2.83,200.82,146.28,0.03,0.0036,-75.511169,6.4759,2648.3,124.29,2.9493723219495394,0.3278349858993345,0.16285051004370335,0.008086758723269527,
2023-09-28,16:21:02.580616,32.1,74098.0,1485.66,45.33,479,0.0276,0.0007,0.0131,0.68,0.0088,0.36,0.00,1.1432,0.1693,0.201,0.09,2.80,198.64,144.87,0.03,0.0036,-75.512456,6.489235,2674.2,116.46,2.2232162962750226,0.06747729290649951,0.024703209086199107,0.10507839773082889,
2023-09-28,16:21:02.706006,32.1,73916.0,1485.70,45.34,479,0.0276,0.0007,0.0132,0.69,0.0088,0.37,0.00,1.1432,0.1674,0.1991,0.09,2.83,200.82,146.28,0.03,0.0036,-75.5131,6.501693,2698.4,113.46,2.145285426577321,0.3209528297779174,0.32391904776172553,0.04689528813557231,
2023-09-28,16:21:02.832286,32.1,73611.0,1486.01,45.32,471,0.0276,0.0007,0.0132,0.68,0.0088,0.36,0.00,1.1432,0.1674,0.1991,0.09,2.83,200.82,146.28,0.03,0.0036,-75.513613,6.514243,2731.0,116.99,2.287145751847009,0.3617084911987077,0.15704253146672872,0.14696238824680335,
